timestamp," ""logmsg"""," ""tags"""," ""syslog.severity"""," ""syslog.procid"""," ""syslog.priority"""," ""syslog.host"""," ""syslog.facility"""," ""syslog.appName"""," ""logtypes"""," ""http.contentType"""," ""http.clientHost"""," ""derived.status"""," ""derived.service"""," ""derived.load-avg-1m"""
2016-06-17 12:22:33.295 -07:00,"at=info method=GET path=""/m2/com/github/jengelman/gradle/plugins/shadow/1.2.3/shadow-1.2.3.jar"" host=plugins.gradle.org request_id=0e9a79e6-c83e-4d73-83bb-4ab02acd3a73 fwd=""184.72.98.23,173.245.56.189"" dyno=web.1 connect=0ms service=2ms status=303 bytes=268",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.159.120.5,303,2,
2016-06-17 12:22:33.227 -07:00,"at=info method=GET path=""/m2/nl/javadude/gradle/plugins/license-gradle-plugin/0.11.0/license-gradle-plugin-0.11.0.jar"" host=plugins.gradle.org request_id=5591771c-effd-48c0-9cef-2e9b0e0c42d4 fwd=""184.72.98.23,173.245.54.210"" dyno=web.1 connect=0ms service=2ms status=303 bytes=291",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.163.155.254,303,2,
2016-06-17 12:22:32.975 -07:00,"at=info method=GET path=""/m2/com/netflix/nebula/nebula-project-plugin/3.0.1/nebula-project-plugin-3.0.1.jar"" host=plugins.gradle.org request_id=c7b51db3-9003-443e-b5f7-9d2dd85db130 fwd=""184.72.98.23,173.245.56.177"" dyno=web.1 connect=0ms service=2ms status=303 bytes=200",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.144.59.137,303,2,
2016-06-17 12:22:32.614 -07:00,"at=info method=GET path=""/m2/com/perforce/p4java-jfrog/2011.1.297684/p4java-jfrog-2011.1.297684.jar"" host=plugins.gradle.org request_id=c3a817d2-5c4e-47bf-9afb-a2ed7a1de61b fwd=""184.72.98.23,173.245.54.46"" dyno=web.1 connect=1ms service=4ms status=303 bytes=192",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.227.58.125,303,4,
2016-06-17 12:22:32.551 -07:00,"at=info method=GET path=""/m2/commons-httpclient/commons-httpclient/3.1/commons-httpclient-3.1-javadoc.jar"" host=plugins.gradle.org request_id=ee58f482-ddd0-4d0d-bca6-7e4017cbdbb6 fwd=""8.18.111.122,162.158.56.29"" dyno=web.1 connect=1ms service=2ms status=303 bytes=198",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.159.96.96,303,2,
2016-06-17 12:22:32.224 -07:00,"at=info method=GET path=""/m2/org/apache/mina/mina-parent/2.0.4/mina-parent-2.0.4.jar"" host=plugins.gradle.org request_id=2df4843d-9521-4718-a32b-fd30889f9f05 fwd=""104.192.142.148,173.245.56.61"" dyno=web.1 connect=1ms service=3ms status=303 bytes=177",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.159.120.5,303,3,
2016-06-17 12:22:32.098 -07:00,"at=info method=GET path=""/m2/com/google/android/gms/play-services-basement/9.0.2/play-services-basement-9.0.2.jar"" host=plugins.gradle.org request_id=459bdc2d-e55a-48df-9feb-d82cb7090624 fwd=""204.15.175.66,162.158.146.133"" dyno=web.1 connect=0ms service=1ms status=303 bytes=206",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.144.224.187,303,1,
2016-06-17 12:22:31.350 -07:00,"at=info method=GET path=""/m2/com/ibm/disthub2/dhbcore/7.0.1.8/dhbcore-7.0.1.8.jar"" host=plugins.gradle.org request_id=cb913481-b7a0-422d-b7da-7f0f3ebd3230 fwd=""104.192.142.148,173.245.56.61"" dyno=web.1 connect=0ms service=5ms status=303 bytes=174",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.234.58.196,303,5,
2016-06-17 12:22:31.181 -07:00,"at=info method=GET path=""/m2/sshtools/j2ssh-core/0.2.2/j2ssh-core-0.2.2-sources.jar"" host=plugins.gradle.org request_id=6cbef76e-a28b-42ce-87ff-b02f2675218a fwd=""104.192.142.148,173.245.54.44"" dyno=web.1 connect=0ms service=2ms status=303 bytes=176",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.211.193.64,303,2,
2016-06-17 12:22:31.050 -07:00,"at=info method=GET path=""/m2/com/sun/mail/parent-distrib/1.5.5/parent-distrib-1.5.5.jar"" host=plugins.gradle.org request_id=2711b650-14f0-4f69-8b2e-3062e3cd2a8c fwd=""104.192.142.148,173.245.54.42"" dyno=web.1 connect=0ms service=2ms status=303 bytes=180",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.16.52.195,303,2,
2016-06-17 12:22:30.897 -07:00,"at=info method=GET path=""/m2/gradle/plugin/com/metova/cappuccino-plugin/0.7.3/cappuccino-plugin-0.7.3.jar"" host=plugins.gradle.org request_id=3b70b95d-6933-42b0-857a-bed1c9e42bd6 fwd=""216.64.167.250,108.162.245.42"" dyno=web.1 connect=1ms service=3ms status=303 bytes=279",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.204.215.225,303,3,
2016-06-17 12:22:30.354 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-shard-config/0.2.9-dev.30+gc54f693.b29/degen-shard-config-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=d1c7c7a4-7384-4662-88e8-252d2170bea8 fwd=""206.188.26.40,199.27.128.215"" dyno=web.1 connect=4ms service=2ms status=303 bytes=240",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.61.106,303,2,
2016-06-17 12:22:28.977 -07:00,"at=info method=GET path=""/m2/xom/xom/1.0b3/xom-1.0b3-sources.jar"" host=plugins.gradle.org request_id=da097a25-d03c-47ce-b845-d39f557e7a98 fwd=""8.18.111.122,108.162.215.136"" dyno=web.1 connect=1ms service=3ms status=303 bytes=157",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.17.93.192,303,3,
2016-06-17 12:22:27.855 -07:00,"at=info method=GET path=""/m2/q1labs/restapi_python/7.2.8.rule_wizard_ui_refactor.20160617183154/restapi_python-7.2.8.rule_wizard_ui_refactor.20160617183154.jar"" host=plugins.gradle.org request_id=429f88fb-dd19-4a67-b5d7-90ea69d301c3 fwd=""32.97.110.58,172.68.35.74"" dyno=web.1 connect=1ms service=3ms status=303 bytes=252",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.235.12.116,303,3,
2016-06-17 12:22:27.765 -07:00,"at=info method=GET path=""/m2/ir/asta/wise/wise-activiti-client/7.1.0.WS/wise-activiti-client-7.1.0.WS-sources.jar"" host=plugins.gradle.org request_id=6dabe546-35ed-49db-b31e-e802da47cf9c fwd=""104.192.142.148,173.245.54.252"" dyno=web.1 connect=0ms service=2ms status=303 bytes=206",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.61.106,303,2,
2016-06-17 12:22:27.558 -07:00,"at=info method=GET path=""/m2/de/gipmbh/meldecentercore/21.5.55-SNAPSHOT/meldecentercore-21.5.55-SNAPSHOT.jar"" host=plugins.gradle.org request_id=65cfdc58-da81-47aa-aeb4-7c0390325e31 fwd=""212.144.233.154,162.158.90.172"" dyno=web.1 connect=0ms service=2ms status=303 bytes=201",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.121.1,303,2,
2016-06-17 12:22:27.546 -07:00,"at=info method=GET path=""/m2/org/fusesource/leveldbjni/leveldbjni-project/1.6.1/leveldbjni-project-1.6.1.jar"" host=plugins.gradle.org request_id=63bc5723-076e-4602-a472-6051e77858b7 fwd=""104.192.142.148,173.245.54.29"" dyno=web.1 connect=0ms service=2ms status=303 bytes=201",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.82.40.202,303,2,
2016-06-17 12:22:27.144 -07:00,"at=info method=GET path=""/m2/org/apache/thrift/libthrift/0.5.0-5/libthrift-0.5.0-5.jar"" host=plugins.gradle.org request_id=9f697a8c-47b9-43e6-93ca-fc273ea9c4f2 fwd=""104.192.142.148,173.245.56.73"" dyno=web.1 connect=0ms service=2ms status=303 bytes=179",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.221.138.149,303,2,
2016-06-17 12:22:25.486 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-shard-config/0.2.9-dev.30+gc54f693.b29/degen-shard-config-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=1733b316-03fc-46a1-ab85-70ed760f7e8e fwd=""52.73.248.99,173.245.54.176"" dyno=web.1 connect=1ms service=3ms status=303 bytes=240",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.64.30,303,3,
2016-06-17 12:22:25.240 -07:00,"at=info method=GET path=""/m2/ssq/app/xad/service-xad-util/20160607.1100/service-xad-util-20160607.1100.jar"" host=plugins.gradle.org request_id=459dd925-8e4b-42c1-bff1-8e997c2f0c0a fwd=""104.192.142.148,173.245.54.73"" dyno=web.1 connect=20ms service=23ms status=303 bytes=199",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.182.242,303,23,
2016-06-17 12:22:23.897 -07:00,"at=info method=GET path=""/m2/q1labs/qvm_build/7.2.8.rule_wizard_ui_refactor.20160617183154/qvm_build-7.2.8.rule_wizard_ui_refactor.20160617183154.jar"" host=plugins.gradle.org request_id=756c035f-af18-4d27-90f0-c292f808718c fwd=""32.97.110.58,172.68.35.88"" dyno=web.1 connect=0ms service=2ms status=303 bytes=242",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,174.129.89.243,303,2,
2016-06-17 12:22:23.583 -07:00,"at=info method=GET path=""/m2/sshtools/j2ssh-ant/0.2.2/j2ssh-ant-0.2.2-sources.jar"" host=plugins.gradle.org request_id=c198a8bb-6902-49a1-93b3-f81edb37c55f fwd=""104.192.142.148,173.245.54.45"" dyno=web.1 connect=0ms service=2ms status=303 bytes=174",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.159.120.5,303,2,
2016-06-17 12:22:22.414 -07:00,"at=info method=GET path=""/com/lb/data/data-offer/2.1-SNAPSHOT/data-offer-2.1-SNAPSHOT.jar"" host=plugins.gradle.org request_id=474441f5-940d-4170-ae2f-55c5f232a992 fwd=""98.158.55.33,173.245.55.157"" dyno=web.1 connect=0ms service=2ms status=404 bytes=6528",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.80.99.110,404,2,
2016-06-17 12:22:21.724 -07:00,"at=info method=GET path=""/m2/com/google/android/gms/play-services-base/9.0.2/play-services-base-9.0.2.jar"" host=plugins.gradle.org request_id=3f851845-e010-4170-9447-b2923d5affac fwd=""204.15.175.66,162.158.147.47"" dyno=web.1 connect=9ms service=1ms status=303 bytes=198",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.186.249,303,1,
2016-06-17 12:22:21.709 -07:00,"at=info method=GET path=""/m2/org/apache/ant/ant-launcher/1.8.1/ant-launcher-1.8.1-javadoc.jar"" host=plugins.gradle.org request_id=d4ce842a-2d6d-445f-8e2f-e03d7f618c45 fwd=""8.18.111.122,173.245.48.108"" dyno=web.1 connect=1ms service=2ms status=303 bytes=186",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.204.162.237,303,2,
2016-06-17 12:22:21.280 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-time-series-common/0.2.9-dev.30+gc54f693.b29/degen-time-series-common-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=b7605e0b-7fc1-4922-989c-bb8dae3fbe79 fwd=""206.188.26.40,199.27.133.44"" dyno=web.1 connect=1ms service=2ms status=303 bytes=252",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.87.63.73,303,2,
2016-06-17 12:22:20.013 -07:00,"at=info method=GET path=""/m2/q1labs/qrm_build/7.2.8.rule_wizard_ui_refactor.20160617183154/qrm_build-7.2.8.rule_wizard_ui_refactor.20160617183154.jar"" host=plugins.gradle.org request_id=1b429320-6750-4f90-98f3-20731cc49896 fwd=""32.97.110.58,172.68.35.34"" dyno=web.1 connect=3ms service=3ms status=303 bytes=242",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.87.63.73,303,3,
2016-06-17 12:22:18.953 -07:00,"at=info method=GET path=""/m2/xerces/xmlParserAPIs/2.6.2/xmlParserAPIs-2.6.2-sources.jar"" host=plugins.gradle.org request_id=dcd6de55-eedc-43d9-a776-72f8918bde0d fwd=""8.18.111.122,108.162.214.155"" dyno=web.1 connect=0ms service=1ms status=303 bytes=180",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.80.99.110,303,1,
2016-06-17 12:22:18.625 -07:00,"at=info method=GET path=""/m2/org/apache/ant/ant-launcher/1.8.1/ant-launcher-1.8.1-javadoc.jar"" host=plugins.gradle.org request_id=ad370bfd-6bd4-4a9c-9ba4-0c55174368a1 fwd=""104.192.142.148,173.245.56.65"" dyno=web.1 connect=0ms service=2ms status=303 bytes=186",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.166.122.243,303,2,
2016-06-17 12:22:18.524 -07:00,"at=info method=GET path=""/m2/nfast/nCipherKM/11.70/nCipherKM-11.70-sources.jar"" host=plugins.gradle.org request_id=f71ddce2-dca1-4823-92f5-13907b7ea3af fwd=""104.192.142.148,173.245.54.30"" dyno=web.1 connect=0ms service=3ms status=303 bytes=171",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.226.66.196,303,3,
2016-06-17 12:22:17.376 -07:00,"at=info method=GET path=""/m2/org/apache/bval/bval-parent/1.1.0/bval-parent-1.1.0.jar"" host=plugins.gradle.org request_id=93cab1a7-c869-446f-b06e-d8568c7e7db3 fwd=""104.192.142.148,173.245.56.27"" dyno=web.1 connect=0ms service=3ms status=303 bytes=177",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.225.22.131,303,3,
2016-06-17 12:22:17.071 -07:00,"at=info method=GET path=""/m2/org/ow2/asm/asm-analysis/5.0.4/asm-analysis-5.0.4-tests.jar"" host=plugins.gradle.org request_id=2cc208d0-71e7-455a-84c9-1e54be1fa43a fwd=""104.192.142.148,173.245.54.44"" dyno=web.1 connect=0ms service=3ms status=303 bytes=181",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.145.234.255,303,3,
2016-06-17 12:22:16.485 -07:00,"at=info method=GET path=""/m2/org/gfaces/gfaces/7.1.0.WS/gfaces-7.1.0.WS-sources.jar"" host=plugins.gradle.org request_id=1169bd30-747a-4bc1-8f12-9d7144f2547e fwd=""104.192.142.148,173.245.56.71"" dyno=web.1 connect=0ms service=2ms status=303 bytes=176",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.186.249,303,2,
2016-06-17 12:22:16.407 -07:00,"at=info method=GET path=""/m2/com/dish/ofm/evaluator-api-model/1.0.7-SNAPSHOT/evaluator-api-model-1.0.7-20160617.175617-9.jar"" host=plugins.gradle.org request_id=bb86aedd-c512-4edf-b1ee-172e38324979 fwd=""66.170.243.250,173.245.50.115"" dyno=web.1 connect=5ms service=5ms status=303 bytes=217",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.144.59.137,303,5,
2016-06-17 12:22:16.221 -07:00,"at=info method=GET path=""/m2/q1labs/qradar_build/7.2.8.rule_wizard_ui_refactor.20160617183154/qradar_build-7.2.8.rule_wizard_ui_refactor.20160617183154.jar"" host=plugins.gradle.org request_id=8868b7e2-a208-4d0f-a337-be6933d8fad9 fwd=""32.97.110.58,172.68.35.191"" dyno=web.1 connect=1ms service=3ms status=303 bytes=248",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.145.234.255,303,3,
2016-06-17 12:22:15.858 -07:00,"at=info method=GET path=""/m2/de/gipmbh/extracttransformload/21.5.5-SNAPSHOT/extracttransformload-21.5.5-SNAPSHOT.jar"" host=plugins.gradle.org request_id=24c0b33b-787b-4751-9ee7-cf068b521a0f fwd=""212.144.233.154,162.158.91.193"" dyno=web.1 connect=1ms service=3ms status=303 bytes=209",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.158.150,303,3,
2016-06-17 12:22:15.541 -07:00,"at=info method=GET path=""/m2/com/ca/dts/security/internal/authentication/test-authentication-combo/1.0.0/test-authentication-combo-1.0.0.jar"" host=plugins.gradle.org request_id=41b6ada9-7732-4b1f-85e1-29d8c8bcd576 fwd=""104.192.142.148,173.245.54.67"" dyno=web.1 connect=0ms service=2ms status=303 bytes=233",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.145.234.255,303,2,
2016-06-17 12:22:15.167 -07:00,"at=info method=GET path=""/m2/com/beust/jcommander/1.35/jcommander-1.35.jar"" host=plugins.gradle.org request_id=89af1fd1-1c75-4951-9abe-29cd00f2e53e fwd=""70.59.161.46,108.162.216.72"" dyno=web.1 connect=0ms service=3ms status=303 bytes=167",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.146.168.123,303,3,
2016-06-17 12:22:14.567 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-time-series-common/0.2.9-dev.30+gc54f693.b29/degen-time-series-common-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=1ca7f483-9b1f-44f3-9dd5-5627de90968b fwd=""52.73.248.99,173.245.54.220"" dyno=web.1 connect=0ms service=2ms status=303 bytes=252",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.227.58.125,303,2,
2016-06-17 12:22:14.383 -07:00,"at=info method=GET path=""/m2/org/jruby/jruby-complete/1.7.21/jruby-complete-1.7.21.jar"" host=plugins.gradle.org request_id=d4ae9ebf-b644-4b63-8069-b38dc9ce1377 fwd=""70.59.161.46,173.245.55.148"" dyno=web.1 connect=1ms service=2ms status=303 bytes=179",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.147.156.200,303,2,
2016-06-17 12:22:13.988 -07:00,"at=info method=GET path=""/m2/org/apache/ant/ant-launcher/1.8.1/ant-launcher-1.8.1-src.jar"" host=plugins.gradle.org request_id=f3df73bc-5149-4f31-9f73-ff3b98f8a097 fwd=""8.18.111.122,108.162.215.122"" dyno=web.1 connect=0ms service=1ms status=303 bytes=182",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.186.249,303,1,
2016-06-17 12:22:13.974 -07:00,"at=info method=GET path=""/m2/org/asciidoctor/asciidoctorj/1.5.4/asciidoctorj-1.5.4.jar"" host=plugins.gradle.org request_id=1947942f-98c9-4eda-8b98-d1d6bc4728e3 fwd=""70.59.161.46,173.245.55.219"" dyno=web.1 connect=1ms service=3ms status=303 bytes=179",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.211.193.64,303,3,
2016-06-17 12:22:13.658 -07:00,"at=info method=GET path=""/m2/ssq/app/service-gss/service-gss-ejb/20160607.1100/service-gss-ejb-20160607.1100-client.jar"" host=plugins.gradle.org request_id=e5271282-fa87-4a17-8af0-ece347465ad8 fwd=""104.192.142.148,173.245.54.252"" dyno=web.1 connect=0ms service=3ms status=303 bytes=212",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,174.129.88.207,303,3,
